url,headline,label
https://www.foxnews.com/lifestyle/jack-carrs-eisenhower-d-days-memo-noble-undertaking,Jack Carr recalls Gen. Eisenhower's D-Day memo about 'great and noble undertaking',fox
https://www.foxnews.com/entertainment/bruce-willis-demi-moore-avoided-doing-one-thing-while-co-parenting-daughter-says,"Bruce Willis, Demi Moore avoided doing one thing while co-parenting, daughter says",fox
https://www.foxnews.com/politics/blinken-meets-with-qatars-prime-minister.print,"Blinken meets Qatar PM, says Israeli actions are not 'retaliation,' but 'defending the lives of its people'",fox
https://www.foxnews.com/entertainment/emily-blunt-says-toes-curl-when-people-their-kids-want-act-want-say-dont-do-it,"Emily Blunt says her ‘toes curl’ when people tell her their kids want to act: 'I want to say, don’t do it!'",fox
https://www.foxnews.com/media/the-view-co-host-cnn-commentator-ana-navarro-host-night-2-democratic-national-convention,"'The View' co-host, CNN commentator Ana Navarro to host night 2 of Democratic National Convention",fox
https://www.foxnews.com/politics/striking-boeing-workers-boo-after-democrat-sen-maria-cantwell-criticizes-trump.print,Striking Boeing workers boo after Democratic Sen. Maria Cantwell criticizes Trump,fox
https://www.foxnews.com/politics/white-house-grilled-harris-gun-ownership-mandatory-gun-buybacks.print,"White House grilled on Harris' gun ownership, mandatory gun buybacks",fox
https://www.foxnews.com/media/tom-cotton-turns-tables-cnns-dana-bash-guns-brings-up-harris-past-remarks-school-shootings,"Tom Cotton turns tables on CNN's Dana Bash on guns, brings up Harris' past remarks on school shootings",fox
https://www.foxnews.com/politics/kamala-rides-tsunami-positive-press-skeptics-see-risky-choice,"Kamala rides tsunami of positive press, but skeptics see a risky choice",fox
https://www.foxnews.com/politics/harris-running-mate-faces-renewed-scrutiny-weird-socialism-comparison-resurfaces,Harris' running mate faces renewed scrutiny after his 'weird' socialism comparison resurfaces,fox
https://www.foxnews.com/world/israeli-american-reservist-killed-hezbollah-missile-israel-idf-says,"Israeli-American reservist killed by Hezbollah missile in Israel, IDF says",fox
https://www.foxnews.com/us/david-mccullough-american-historian-presidential-medal-freedom-recipient-dies,"David McCullough, American historian and Presidential Medal of Freedom recipient, dies at 89",fox
https://www.foxnews.com/politics/lorie-smith-web-designer-free-speech,Web designer who refuses to create sites for same-sex weddings says Colorado law violates free speech rights,fox
https://www.foxnews.com/entertainment/simon-cowell-reveals-son-changed-judging-style-empathy,Simon Cowell reveals how his son changed his judging style: ‘I have much more empathy’,fox
https://www.foxnews.com/lifestyle/walking-dead-syndrome-rare-conditions-baffle-doctors-researchers,Rare Disease Day: Walking Dead Syndrome and other rare conditions baffle doctors and researchers,fox
https://www.foxnews.com/media/cnn-calls-out-harris-using-trumps-border-wall-campaign-ad-after-condemning-years,CNN calls out Harris for using Trump's border wall in campaign ad after condemning it for years,fox
https://www.foxnews.com/entertainment/taylor-swift-steals-nyc-spotlight-dinner-blake-lively-sophie-turner-brittany-mahomes,"Taylor Swift steals NYC spotlight during dinner with Blake Lively, Sophie Turner and Brittany Mahomes",fox
https://www.foxnews.com/health/ozempic-happy-drug-study-suggests-weight-loss-medications-reduce-depression-anxiety,"Ozempic, the happy drug? Study suggests weight-loss medications could reduce depression, anxiety",fox
https://www.foxnews.com/food-drink/pennsylvania-family-sickened-after-eating-toxic-mushrooms-expected-recover.print,Pennsylvania family sickened after eating toxic mushrooms expected to recover,fox
https://www.foxnews.com/health/family-selling-dream-home-fund-life-saving-treatment-daughter.print,Family selling dream home to fund life-saving treatment for 5-year-old daughter,fox
https://www.foxnews.com/world/israel-strikes-hamas-gaza-surprise-attack-exchanges-fire-hezbollah,"Israel declares war after Hamas surprise attack, launches retaliatory airstrikes in Gaza",fox
https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-get-support-from-family-after-surprise-eras-tour-stage-appearance,"Taylor Swift, Travis Kelce get support from family after surprise 'Eras Tour' stage appearance",fox
https://www.foxnews.com/entertainment/jim-morrison-the-doors-memoir-robby-krieger,"The Doors' Jim Morrison had ‘a fascination with death’ before passing away at 27, bandmate Robby Krieger says",fox
https://www.foxnews.com/politics/walz-repeats-georgia-abortion-death-falsehood-decried-doctors-fearmongering,Walz repeats Georgia abortion death falsehood decried by doctors as 'fearmongering',fox
https://www.foxnews.com/politics/harris-campaign-wont-give-details-type-gun-she-owns-last-time-she-went-range,"Harris campaign won't give details on type of gun she owns, last time she went to range",fox
https://www.foxnews.com/us/utah-mom-kept-missing-daughter-hidden-cult-compound-months-help-from-adult-sons-prosecutors,"Utah mom kept missing daughter, 5, hidden in cult 'compound' for months with help from adult sons: prosecutors",fox
https://www.foxnews.com/media/kamala-harris-far-left-record-dismissed-accusations-attacks-from-trump-gop-shes-moderate,"Kamala Harris' far-left record dismissed as 'accusations,' attacks from Trump and GOP: 'She's moderate'",fox
https://www.foxnews.com/world/israel-defense-forces-confirm-targeted-strike-beirut,Israel Defense Forces confirm 'targeted strike' on Beirut,fox
https://www.foxnews.com/world/pope-emeritus-benedict-xvi-dead-95-vatican-says,"Pope Emeritus Benedict XVI dead at 95, Vatican says",fox
https://www.foxnews.com/politics/sheldon-whitehouse-doesnt-denounce-all-white-beach-club-his-family-belongs-to,Sheldon Whitehouse doesn't denounce super-exclusive beach club his family belongs to,fox
https://www.foxnews.com/sports/san-jose-state-womens-volleyballs-trans-player-raises-eyebrows-brutal-spike-vs-new-mexico.print,San Jose State women's volleyball's trans player raises eyebrows with brutal spike vs New Mexico,fox
https://www.foxnews.com/entertainment/star-wars-actress-carrie-fisher-honored-star-hollywood-walk-of-fame-amid-family-drama,'Star Wars' actress Carrie Fisher honored with star on Hollywood Walk of Fame amid family drama,fox
https://www.foxnews.com/politics/aoc-fires-back-fetterman-accuses-him-bleak-dunk-attempt,"AOC fires back at Fetterman, accuses him of 'bleak dunk attempt'",fox
https://www.foxnews.com/media/harris-calls-americans-move-past-failed-policies-november-draws-mockery.print,"Harris calls for Americans to 'move past the failed policies' in November, draws mockery",fox
https://www.foxnews.com/entertainment/jake-e-lee-guitarist-ozzy-osbourne-broke-rib-damaged-lung-shot-3-times.print,"Jake E Lee, former guitarist for Ozzy Osbourne, ‘broke a rib and damaged a lung’ after being shot at 3 times",fox
https://www.foxnews.com/sports/nevada-womens-volleyball-captain-slams-trans-athletes-her-sport-team-decides-against-players-refusal.print,Nevada women's volleyball captain slams trans athletes in her sport as team decides against players’ refusal,fox
https://www.foxnews.com/media/jd-vance-calls-out-deranged-mindset-we-need-illegal-immigrants-build-houses,JD Vance calls out 'deranged' mindset that we need illegal immigrants to build houses,fox
https://www.foxnews.com/lifestyle/meet-american-who-created-bubble-gum-walter-diemer-home-kitchen-chemist-outwitted-scientists,"Meet the American who created bubble gum, Walter Diemer, home-kitchen chemist outwitted scientists",fox
https://www.foxnews.com/politics/biden-campaign-sends-all-staff-memo-hoping-calm-post-debate-concerns-report,Biden campaign sends all-staff memo hoping to calm post-debate concerns,fox
https://www.foxnews.com/politics/trump-harris-toss-up-races-key-swing-states-pennsylvania-georgia-nevada-poll.print,"Trump and Harris in toss-up races in key swing states Pennsylvania, Georgia, Nevada: poll",fox
https://www.foxnews.com/politics/harris-supporters-say-shell-fix-immigration-blame-trump-for-border-crisis-immigration-blame-trump-border-crisis,"Harris supporters say she'll fix immigration, blame Trump for border crisis",fox
https://www.foxnews.com/world/israel-says-conducted-retaliatory-strikes-against-hezbollah-lebanon-struck-hamas-gaza.print,"Israel says it conducted retaliatory strikes against Hezbollah in Lebanon, struck Hamas in Gaza",fox
https://www.foxnews.com/entertainment/harrison-ford-mocks-conan-obrien-star-wars-dis-cant-f-ing-remember,Harrison Ford mocks Conan O’Brien after 'Star Wars' dis: ‘You can't f---ing remember',fox
https://www.foxnews.com/lifestyle/franklin-grahams-samaritans-purse-sponsors-21-ambulances-israel-replace-destroyed-hamas,Franklin Graham's Samaritan's Purse sponsors 21 ambulances in Israel to replace those destroyed by Hamas,fox
https://www.foxnews.com/entertainment/bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps.print,Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps,fox
https://www.foxnews.com/politics/secret-service-protocol-changed-amid-presidential-assassination-attempts-through-years,How Secret Service protocol has changed amid presidential assassination attempts through the years,fox
https://www.foxnews.com/world/hezbollah-hits-israel-deadliest-attack-months-long-conflict-idf-says-raising-fears-escalation.print,"Hezbollah hits Israel with deadliest attack in months-long conflict, IDF says, raising fears of escalation",fox
https://www.foxnews.com/media/fox-nation-debut-american-history-series-kelsey-grammer,,fox
https://www.foxnews.com/politics/trump-calls-liz-cheney-low-iq-war-hawk-after-appearance-support-harris,Trump calls Liz Cheney a 'low IQ war hawk' after appearance in support of Harris,fox
https://www.foxnews.com/media/trump-hints-he-appear-joe-rogan-podcast-i-think-im-doing-it.print,Trump hints he will appear on Joe Rogan podcast: 'I think I'm doing it',fox
https://www.foxnews.com/us/stairwell-b-story-14-survivors-north-tower-9-11,"How Stairwell B became the site of a miracle amidst the tragedy of Sept. 11, 2001",fox
https://www.foxnews.com/lifestyle/best-vegetables-for-health-nutritionists,"The best vegetables for your health, according to nutritionists",fox
https://www.foxnews.com/sports/eagles-nick-sirianni-has-heated-spat-fans-after-close-win-vs-browns,Eagles' Nick Sirianni has heated spat with fans after close win vs Browns,fox
https://www.foxnews.com/lifestyle/americas-unique-thanksgiving-stuffing-preferences-state-by-state,America's 'unique' Thanksgiving stuffing preferences state-by-state,fox
https://www.foxnews.com/politics/wisconsin-kicks-off-election-season-first-widely-available-absentee-ballots.print,Wisconsin kicks off election season with first widely available absentee ballots,fox
